autor;partido;ano;mês;pork;pork1;pork2;pork3;coalizao;constituency;cabeca;cmo;apoio;anos;ideologia1;ideologia2
ABEL MESQUITA JR.;DEM;2016;6;0;0;0;0;1;0,003519303;0;0;0,888888889;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2016;7;0;0;0;0;1;0,003519303;0;0;1;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2016;8;0;0;0;0;1;0,003519303;0;0;0,75;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2016;9;0;0;0;0;1;0,003519303;0;0;0,848994702;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2016;10;0;0;0;0;1;0,003519303;0;0;0,972222222;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2016;11;0;0;0;0;1;0,003519303;0;0;0,857142857;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2016;12;289.513,05;0;0;0;1;0,003519303;0;0;0,777777778;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2017;1;0;289.513,05;0;0;1;0,003519303;0;0;0,848994702;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2017;2;0;0;289.513,05;0;1;0,003519303;0;0;1;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2017;3;0;0;0;289.513,05;1;0,003519303;0;0;0,875;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2017;4;0;0;0;0;1;0,003519303;0;0;0,894736842;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2017;5;180.156,45;0;0;0;1;0,003519303;0;0;1;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2017;6;32.070,18;180.156,45;0;0;1;0,003519303;0;0;1;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2017;7;9.320,16;32.070,18;180.156,45;0;1;0,003519303;0;0;1;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2017;8;0;9.320,16;32.070,18;180.156,45;1;0,003519303;0;0;0,875;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2017;9;0;0;9.320,16;32.070,18;1;0,003519303;0;0;0,666666667;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2017;10;104.493,93;0;0;9.320,16;1;0,003519303;0;0;0,571428571;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2017;11;0;104.493,93;0;0;1;0,003519303;0;0;1;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2017;12;895.146,75;0;104.493,93;0;1;0,003519303;0;0;0,666666667;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2018;1;0;895.146,75;0;104.493,93;1;0,003519303;0;0;0,848994702;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2018;2;0;0;895.146,75;0;1;0,003519303;0;0;0,833333333;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2018;3;888.909,83;0;0;895.146,75;1;0,003519303;0;0;1;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2018;4;510.753,85;888.909,83;0;0;1;0,003519303;0;0;0,882352941;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2018;5;708.407,93;510.753,85;888.909,83;0;1;0,003519303;0;0;0,5;4;0,6667;1,82
ABEL MESQUITA JR.;DEM;2018;6;129.424,77;708.407,93;510.753,85;888.909,83;1;0,003519303;0;0;0,666666667;4;0,6667;1,82
ABELARDO LUPION;DEM;2016;6;42.001,44;0;0;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2016;7;41.784,13;42.001,44;0;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2016;8;0;41.784,13;42.001,44;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2016;9;0;0;41.784,13;42.001,44;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2016;10;0;0;0;41.784,13;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2016;11;2.002.001,19;0;0;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2016;12;123.785,15;2.002.001,19;0;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2017;1;0;123.785,15;2.002.001,19;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2017;2;0;0;123.785,15;2.002.001,19;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2017;3;0;0;0;123.785,15;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2017;4;0;0;0;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2017;5;0;0;0;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2017;6;0;0;0;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2017;7;0;0;0;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2017;8;36.343,82;0;0;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2017;9;0;36.343,82;0;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2017;10;0;0;36.343,82;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2017;11;101.613,31;0;0;36.343,82;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2017;12;487.983,38;101.613,31;0;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2018;1;0;487.983,38;101.613,31;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2018;2;0;0;487.983,38;101.613,31;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2018;3;0;0;0;487.983,38;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2018;4;96.403,77;0;0;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2018;5;154.084,62;96.403,77;0;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ABELARDO LUPION;DEM;2018;6;0;154.084,62;96.403,77;0;1;0,008428121;0;0;0,876613117;23;0,6667;1,82
ACELINO POPÓ;PRB;2016;6;23.151,53;0;0;0;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2016;7;0;23.151,53;0;0;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2016;8;0;0;23.151,53;0;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2016;9;0;0;0;23.151,53;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2016;10;50.972,98;0;0;0;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2016;11;869.966,15;50.972,98;0;0;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2016;12;1.138.000,06;869.966,15;50.972,98;0;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2017;1;0;1.138.000,06;869.966,15;50.972,98;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2017;2;0;0;1.138.000,06;869.966,15;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2017;3;0;0;0;1.138.000,06;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2017;4;0;0;0;0;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2017;5;0;0;0;0;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2017;6;0;0;0;0;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2017;7;0;0;0;0;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2017;8;0;0;0;0;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2017;9;772.277,89;0;0;0;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2017;10;0;772.277,89;0;0;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2017;11;253.992,65;0;772.277,89;0;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2017;12;255.784,73;253.992,65;0;772.277,89;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2018;1;0;255.784,73;253.992,65;0;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2018;2;0;0;255.784,73;253.992,65;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2018;3;20.604,57;0;0;255.784,73;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2018;4;0;20.604,57;0;0;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2018;5;0;0;20.604,57;0;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ACELINO POPÓ;PRB;2018;6;0;0;0;20.604,57;1;0,05224171;0;0;0,866823071;4;1,4167;1,92
ADAIL CARNEIRO;PP;2016;6;0;0;0;0;1;0,017217844;0;0;1;4;0,4762;1,42
ADAIL CARNEIRO;PP;2016;7;0;0;0;0;1;0,017217844;0;0;1;4;0,4762;1,42
ADAIL CARNEIRO;PP;2016;8;0;0;0;0;1;0,017217844;0;0;0,909090909;4;0,4762;1,42
ADAIL CARNEIRO;PP;2016;9;0;0;0;0;1;0,017217844;0;0;0,929571073;4;0,4762;1,42
ADAIL CARNEIRO;PP;2016;10;0;0;0;0;1;0,017217844;0;0;1;4;0,4762;1,42
ADAIL CARNEIRO;PP;2016;11;0;0;0;0;1;0,017217844;0;0;1;4;0,4762;1,42
ADAIL CARNEIRO;PP;2016;12;2.136.068,01;0;0;0;1;0,017217844;0;0;1;4;0,4762;1,42
ADAIL CARNEIRO;PP;2017;1;0;2.136.068,01;0;0;1;0,017217844;0;0;0,929571073;4;0,4762;1,42
ADAIL CARNEIRO;PP;2017;2;1.060.490,64;0;2.136.068,01;0;1;0,017217844;0;0;1;4;0,4762;1,42
ADAIL CARNEIRO;PP;2017;3;647.812,77;1.060.490,64;0;2.136.068,01;1;0,017217844;0;0;1;4;0,4762;1,42
ADAIL CARNEIRO;PP;2017;4;0;647.812,77;1.060.490,64;0;1;0,017217844;0;0;1;4;0,4762;1,42
ADAIL CARNEIRO;PP;2017;5;0;0;647.812,77;1.060.490,64;1;0,017217844;0;0;0,956521739;4;0,4762;1,42
ADAIL CARNEIRO;PP;2017;6;855.009,53;0;0;647.812,77;1;0,017217844;0;0;1;4;0,4762;1,42
ADAIL CARNEIRO;PP;2017;7;0;855.009,53;0;0;1;0,017217844;0;0;1;4;0,4762;1,42
ADAIL CARNEIRO;PP;2017;8;2.269.932,10;0;855.009,53;0;1;0,017217844;0;0;0,833333333;4;0,4762;1,42
ADAIL CARNEIRO;PP;2017;9;0;2.269.932,10;0;855.009,53;1;0,017217844;0;0;0,25;4;0,4762;1,42
ADAIL CARNEIRO;PP;2017;10;0;0;2.269.932,10;0;1;0,017217844;0;0;0,929571073;4;0,4762;1,42
ADAIL CARNEIRO;PP;2017;11;0;0;0;2.269.932,10;1;0,017217844;0;0;0,929571073;4;0,4762;1,42
ADAIL CARNEIRO;PP;2017;12;0;0;0;0;1;0,017217844;0;0;0,929571073;4;0,4762;1,42
ADAIL CARNEIRO;PP;2018;1;0;0;0;0;1;0,017217844;0;0;0,929571073;4;0,4762;1,42
ADAIL CARNEIRO;PP;2018;2;0;0;0;0;1;0,017217844;0;0;0,833333333;4;0,4762;1,42
ADAIL CARNEIRO;PP;2018;3;3.013.194,93;0;0;0;1;0,017217844;0;0;1;4;0,4762;1,42
ADAIL CARNEIRO;PODE;2018;4;49.447,29;3.013.194,93;0;0;0;0,017217844;0;0;0,95;4;0,1666;0,42
ADAIL CARNEIRO;PODE;2018;5;163.582,91;49.447,29;3.013.194,93;0;0;0,017217844;0;0;0,929571073;4;0,1666;0,42
ADAIL CARNEIRO;PODE;2018;6;5.099.261,15;163.582,91;49.447,29;3.013.194,93;0;0,017217844;0;0;1;4;0,1666;0,42
ADALBERTO CAVALCANTI;PTB;2016;6;0;544.947,46;0;0;1;0,288961449;0;0;1;4;1,5833;0,58
ADALBERTO CAVALCANTI;PTB;2016;7;0;0;544.947,46;0;1;0,288961449;0;0;1;4;1,5833;0,58
ADALBERTO CAVALCANTI;PTB;2016;8;0;0;0;544.947,46;1;0,288961449;0;0;0,75;4;1,5833;0,58
ADALBERTO CAVALCANTI;PTB;2016;9;0;0;0;0;1;0,288961449;0;0;0,941698081;4;1,5833;0,58
ADALBERTO CAVALCANTI;PTB;2016;10;0;0;0;0;1;0,288961449;0;0;1;4;1,5833;0,58
ADALBERTO CAVALCANTI;PTB;2016;11;0;0;0;0;1;0,288961449;0;0;1;4;1,5833;0,58
ADALBERTO CAVALCANTI;PTB;2016;12;166.351,64;0;0;0;1;0,288961449;0;0;1;4;1,5833;0,58
ADALBERTO CAVALCANTI;PTB;2017;1;27.883,30;166.351,64;0;0;1;0,288961449;0;0;0,941698081;4;1,5833;0,58
ADALBERTO CAVALCANTI;PTB;2017;2;106.901,46;27.883,30;166.351,64;0;1;0,288961449;0;0;1;4;1,5833;0,58
ADALBERTO CAVALCANTI;PTB;2017;3;2.303.519,00;106.901,46;27.883,30;166.351,64;1;0,288961449;0;0;1;4;1,5833;0,58
ADALBERTO CAVALCANTI;PTB;2017;4;0,12;2.303.519,00;106.901,46;27.883,30;1;0,288961449;0;0;1;4;1,5833;0,58
ADALBERTO CAVALCANTI;PTB;2017;5;51.303,98;0,12;2.303.519,00;106.901,46;1;0,288961449;0;0;1;4;1,5833;0,58
ADALBERTO CAVALCANTI;PTB;2017;6;49.277,54;51.303,98;0,12;2.303.519,00;1;0,288961449;0;0;1;4;1,5833;0,58
ADALBERTO CAVALCANTI;PTB;2017;7;258.392,89;49.277,54;51.303,98;0,12;1;0,288961449;0;0;1;4;1,5833;0,58
ADALBERTO CAVALCANTI;PTB;2017;8;24.216,04;258.392,89;49.277,54;51.303,98;1;0,288961449;0;0;0,933333333;4;1,5833;0,58
ADALBERTO CAVALCANTI;AVANTE;2017;9;115.488,71;24.216,04;258.392,89;49.277,54;0;0,288961449;0;0;0,842105263;4;0,1666;0,42
ADALBERTO CAVALCANTI;AVANTE;2017;10;104.297,64;115.488,71;24.216,04;258.392,89;0;0,288961449;0;0;0,727272727;4;0,1666;0,42
ADALBERTO CAVALCANTI;AVANTE;2017;11;6.815,41;104.297,64;115.488,71;24.216,04;0;0,288961449;0;0;0,888888889;4;0,1666;0,42
ADALBERTO CAVALCANTI;AVANTE;2017;12;38.199,10;6.815,41;104.297,64;115.488,71;0;0,288961449;0;0;0,909090909;4;0,1666;0,42
ADALBERTO CAVALCANTI;AVANTE;2018;1;7.906,78;38.199,10;6.815,41;104.297,64;0;0,288961449;0;0;0,941698081;4;0,1666;0,42
ADALBERTO CAVALCANTI;AVANTE;2018;2;62.104,04;7.906,78;38.199,10;6.815,41;0;0,288961449;0;0;0,666666667;4;0,1666;0,42
ADALBERTO CAVALCANTI;AVANTE;2018;3;500.155,43;62.104,04;7.906,78;38.199,10;0;0,288961449;0;0;1;4;0,1666;0,42
ADALBERTO CAVALCANTI;AVANTE;2018;4;12.849,59;500.155,43;62.104,04;7.906,78;0;0,288961449;0;0;1;4;0,1666;0,42
ADALBERTO CAVALCANTI;AVANTE;2018;5;229.150,97;12.849,59;500.155,43;62.104,04;0;0,288961449;0;0;1;4;0,1666;0,42
ADALBERTO CAVALCANTI;AVANTE;2018;6;7.372,22;229.150,97;12.849,59;500.155,43;0;0,288961449;0;0;1;4;0,1666;0,42
ADELMO CARNEIRO LEÃO;PT;2016;6;0;0;0;0;0;0,048034815;0;0;0;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2016;7;0;0;0;0;0;0,048034815;0;0;0,2;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2016;8;0;0;0;0;0;0,048034815;0;0;0,133333333;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2016;9;0;0;0;0;0;0,048034815;0;0;0,223611888;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2016;10;8.297,72;0;0;0;0;0,048034815;0;0;0,060606061;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2016;11;0;8.297,72;0;0;0;0,048034815;0;0;0,444444444;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2016;12;735.553,42;0;8.297,72;0;0;0,048034815;0;0;0;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2017;1;0;735.553,42;0;8.297,72;0;0,048034815;0;0;0,223611888;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2017;2;0;0;735.553,42;0;0;0,048034815;0;0;0,25;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2017;3;669.157,25;0;0;735.553,42;0;0,048034815;0;0;0,2;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2017;4;22.733,89;669.157,25;0;0;0;0,048034815;0;0;0;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2017;5;263.158,01;22.733,89;669.157,25;0;0;0,048034815;0;0;0,095238095;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2017;6;28.518,37;263.158,01;22.733,89;669.157,25;0;0,048034815;0;0;0,25;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2017;7;4.748.985,25;28.518,37;263.158,01;22.733,89;0;0,048034815;0;0;0;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2017;8;7.866,70;4.748.985,25;28.518,37;263.158,01;0;0,048034815;0;0;0,105263158;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2017;9;839.622,95;7.866,70;4.748.985,25;28.518,37;0;0,048034815;0;0;0,421052632;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2017;10;140.115,19;839.622,95;7.866,70;4.748.985,25;0;0,048034815;0;0;0,2;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2017;11;67.700,98;140.115,19;839.622,95;7.866,70;0;0,048034815;0;0;0,416666667;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2017;12;991,93;67.700,98;140.115,19;839.622,95;0;0,048034815;0;0;0,5;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2018;1;182.674,20;991,93;67.700,98;140.115,19;0;0,048034815;0;0;0,223611888;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2018;2;1.256,72;182.674,20;991,93;67.700,98;0;0,048034815;0;0;0,142857143;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2018;3;980.174,85;1.256,72;182.674,20;991,93;0;0,048034815;0;0;0;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2018;4;550,44;980.174,85;1.256,72;182.674,20;0;0,048034815;0;0;0;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2018;5;751,66;550,44;980.174,85;1.256,72;0;0,048034815;0;0;1;4;4,2333;1,96
ADELMO CARNEIRO LEÃO;PT;2018;6;210.315,25;751,66;550,44;980.174,85;0;0,048034815;0;0;0,5;4;4,2333;1,96
ADELSON BARRETO;PR;2016;6;0;0;0;0;1;0,009937462;0;0;1;4;0,3333;0,42
ADELSON BARRETO;PR;2016;7;0;0;0;0;1;0,009937462;0;0;1;4;0,3333;0,42
ADELSON BARRETO;PR;2016;8;0;0;0;0;1;0,009937462;0;0;1;4;0,3333;0,42
ADELSON BARRETO;PR;2016;9;0;0;0;0;1;0,009937462;0;0;0,807001644;4;0,3333;0,42
ADELSON BARRETO;PR;2016;10;0;0;0;0;1;0,009937462;0;0;0,966666667;4;0,3333;0,42
ADELSON BARRETO;PR;2016;11;0;0;0;0;1;0,009937462;0;0;0,5;4;0,3333;0,42
ADELSON BARRETO;PR;2016;12;3.369.382,41;0;0;0;1;0,009937462;0;0;0,5;4;0,3333;0,42
ADELSON BARRETO;PR;2017;1;0;3.369.382,41;0;0;1;0,009937462;0;0;0,807001644;4;0,3333;0,42
ADELSON BARRETO;PR;2017;2;0;0;3.369.382,41;0;1;0,009937462;0;0;1;4;0,3333;0,42
ADELSON BARRETO;PR;2017;3;305.125,37;0;0;3.369.382,41;1;0,009937462;0;0;0,5;4;0,3333;0,42
ADELSON BARRETO;PR;2017;4;155.972,75;305.125,37;0;0;1;0,009937462;0;0;0,681818182;4;0,3333;0,42
ADELSON BARRETO;PR;2017;5;0;155.972,75;305.125,37;0;1;0,009937462;0;0;1;4;0,3333;0,42
ADELSON BARRETO;PR;2017;6;0;0;155.972,75;305.125,37;1;0,009937462;0;0;1;4;0,3333;0,42
ADELSON BARRETO;PR;2017;7;1.641.291,67;0;0;155.972,75;1;0,009937462;0;0;1;4;0,3333;0,42
ADELSON BARRETO;PR;2017;8;105.100,69;1.641.291,67;0;0;1;0,009937462;0;0;0,8;4;0,3333;0,42
ADELSON BARRETO;PR;2017;9;92.960,06;105.100,69;1.641.291,67;0;1;0,009937462;0;0;0,588235294;4;0,3333;0,42
ADELSON BARRETO;PR;2017;10;86.825,48;92.960,06;105.100,69;1.641.291,67;1;0,009937462;0;0;0,7;4;0,3333;0,42
ADELSON BARRETO;PR;2017;11;153.854,42;86.825,48;92.960,06;105.100,69;1;0,009937462;0;0;0,833333333;4;0,3333;0,42
ADELSON BARRETO;PR;2017;12;61.272,14;153.854,42;86.825,48;92.960,06;1;0,009937462;0;0;0,636363636;4;0,3333;0,42
ADELSON BARRETO;PR;2018;1;0;61.272,14;153.854,42;86.825,48;1;0,009937462;0;0;0,807001644;4;0,3333;0,42
ADELSON BARRETO;PR;2018;2;0;0;61.272,14;153.854,42;1;0,009937462;0;0;0,714285714;4;0,3333;0,42
ADELSON BARRETO;PR;2018;3;97.381,93;0;0;61.272,14;1;0,009937462;0;0;1;4;0,3333;0,42
ADELSON BARRETO;PR;2018;4;263.324,14;97.381,93;0;0;1;0,009937462;0;0;0,933333333;4;0,3333;0,42
ADELSON BARRETO;PR;2018;5;87.683,48;263.324,14;97.381,93;0;1;0,009937462;0;0;0,9;4;0,3333;0,42
ADELSON BARRETO;PR;2018;6;249.294,35;87.683,48;263.324,14;97.381,93;1;0,009937462;0;0;0,5;4;0,3333;0,42
ADEMIR CAMILO;PTN;2016;6;1.043.759,51;0;0;0;0;0,00900391;0;0;0,6;16;0,1666;0,42
ADEMIR CAMILO;PTN;2016;7;18.025,95;1.043.759,51;0;0;0;0,00900391;0;0;1;16;0,1666;0,42
ADEMIR CAMILO;PTN;2016;8;0;18.025,95;1.043.759,51;0;0;0,00900391;0;0;0,8;16;0,1666;0,42
ADEMIR CAMILO;PTN;2016;9;50.647,57;0;18.025,95;1.043.759,51;0;0,00900391;0;0;0,726760631;16;0,1666;0,42
ADEMIR CAMILO;PTN;2016;10;280.793,67;50.647,57;0;18.025,95;0;0,00900391;0;0;0,952380952;16;0,1666;0,42
ADEMIR CAMILO;PTN;2016;11;1.414.688,22;280.793,67;50.647,57;0;0;0,00900391;0;0;0,833333333;16;0,1666;0,42
ADEMIR CAMILO;PTN;2016;12;1.971.822,10;1.414.688,22;280.793,67;50.647,57;0;0,00900391;0;0;0,461538462;16;0,1666;0,42
ADEMIR CAMILO;PTN;2017;1;0;1.971.822,10;1.414.688,22;280.793,67;0;0,00900391;0;0;0,726760631;16;0,1666;0,42
ADEMIR CAMILO;PTN;2017;2;0;0;1.971.822,10;1.414.688,22;0;0,00900391;0;0;1;16;0,1666;0,42
ADEMIR CAMILO;PTN;2017;3;264.461,73;0;0;1.971.822,10;0;0,00900391;0;0;0,375;16;0,1666;0,42
ADEMIR CAMILO;PTN;2017;4;117.961,12;264.461,73;0;0;0;0,00900391;0;0;0,05;16;0,1666;0,42
ADEMIR CAMILO;PODE;2017;5;0;117.961,12;264.461,73;0;0;0,00900391;0;0;0,695652174;16;0,1666;0,42
ADEMIR CAMILO;PODE;2017;6;0,11;0;117.961,12;264.461,73;0;0,00900391;0;0;0,75;16;0,1666;0,42
ADEMIR CAMILO;PODE;2017;7;446.115,44;0,11;0;117.961,12;0;0,00900391;0;0;1;16;0,1666;0,42
ADEMIR CAMILO;PODE;2017;8;636.773,24;446.115,44;0,11;0;0;0,00900391;0;0;0,692307692;16;0,1666;0,42
ADEMIR CAMILO;PODE;2017;9;365.695,26;636.773,24;446.115,44;0,11;0;0,00900391;0;0;0,625;16;0,1666;0,42
ADEMIR CAMILO;PODE;2017;10;419.417,74;365.695,26;636.773,24;446.115,44;0;0,00900391;0;0;1;16;0,1666;0,42
ADEMIR CAMILO;PODE;2017;11;128.090,45;419.417,74;365.695,26;636.773,24;0;0,00900391;0;0;1;16;0,1666;0,42
ADEMIR CAMILO;PODE;2017;12;456.282,37;128.090,45;419.417,74;365.695,26;0;0,00900391;0;0;0,7;16;0,1666;0,42
ADEMIR CAMILO;PODE;2018;1;4.082,71;456.282,37;128.090,45;419.417,74;0;0,00900391;0;0;0,726760631;16;0,1666;0,42
ADEMIR CAMILO;PODE;2018;2;0;4.082,71;456.282,37;128.090,45;0;0,00900391;0;0;0,5;16;0,1666;0,42
ADEMIR CAMILO;PODE;2018;3;121.327,46;0;4.082,71;456.282,37;0;0,00900391;0;0;1;16;0,1666;0,42
ADEMIR CAMILO;PODE;2018;4;6.424,80;121.327,46;0;4.082,71;0;0,00900391;0;0;0,5;16;0,1666;0,42
ADEMIR CAMILO;PODE;2018;5;7.050,80;6.424,80;121.327,46;0;0;0,00900391;0;0;0,726760631;16;0,1666;0,42
ADEMIR CAMILO;PODE;2018;6;84.476,05;7.050,80;6.424,80;121.327,46;0;0,00900391;0;0;0,726760631;16;0,1666;0,42
ADILTON SACHETTI;PSB;2016;6;0;0;0;0;0;0,073900461;0;0;1;4;1,9583;1,15
ADILTON SACHETTI;PSB;2016;7;0;0;0;0;0;0,073900461;0;0;0,841470947;4;1,9583;1,15
ADILTON SACHETTI;PSB;2016;8;0;0;0;0;0;0,073900461;0;0;0,888888889;4;1,9583;1,15
ADILTON SACHETTI;PSB;2016;9;0;0;0;0;0;0,073900461;0;0;0,841470947;4;1,9583;1,15
ADILTON SACHETTI;PSB;2016;10;0;0;0;0;0;0,073900461;0;0;1;4;1,9583;1,15
ADILTON SACHETTI;PSB;2016;11;535.618,58;0;0;0;0;0,073900461;0;0;1;4;1,9583;1,15
ADILTON SACHETTI;PSB;2016;12;3.852.031,25;535.618,58;0;0;0;0,073900461;0;0;0,75;4;1,9583;1,15
ADILTON SACHETTI;PSB;2017;1;0;3.852.031,25;535.618,58;0;0;0,073900461;0;0;0,841470947;4;1,9583;1,15
ADILTON SACHETTI;PSB;2017;2;0;0;3.852.031,25;535.618,58;0;0,073900461;0;0;0,841470947;4;1,9583;1,15
ADILTON SACHETTI;PSB;2017;3;42.313,88;0;0;3.852.031,25;0;0,073900461;0;0;1;4;1,9583;1,15
ADILTON SACHETTI;PSB;2017;4;40.300,44;42.313,88;0;0;0;0,073900461;0;0;1;4;1,9583;1,15
ADILTON SACHETTI;PSB;2017;5;3.498.233,62;40.300,44;42.313,88;0;0;0,073900461;0;0;1;4;1,9583;1,15
