autor;partido;ano;mês;pork;pork1;pork2;pork3;coalizao;constituency;cabeca;cmo;apoio;anos;ideologia1;ideologia2
ANSELMO DE JESUS;PT;2017;12;0;0;522.469,65;0;0;0,028788374;0;0;0,210748274;10;4,2333;1,96
ANSELMO DE JESUS;PT;2018;1;0;0;0;522.469,65;0;0,028788374;0;0;0,210748274;10;4,2333;1,96
ANSELMO DE JESUS;PT;2018;2;0;0;0;0;0;0,028788374;0;0;0,210748274;10;4,2333;1,96
ANSELMO DE JESUS;PT;2018;3;0;0;0;0;0;0,028788374;0;0;0,210748274;10;4,2333;1,96
ANSELMO DE JESUS;PT;2018;4;0;0;0;0;0;0,028788374;0;0;0,210748274;10;4,2333;1,96
ANSELMO DE JESUS;PT;2018;5;0;0;0;0;0;0,028788374;0;0;0,210748274;10;4,2333;1,96
ANSELMO DE JESUS;PT;2018;6;0;0;0;0;0;0,028788374;0;0;0,210748274;10;4,2333;1,96
ANTHONY GAROTINHO;PR;2016;6;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2016;7;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2016;8;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2016;9;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2016;10;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2016;11;1.499.528,48;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2016;12;127.875,71;1.499.528,48;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2017;1;0;127.875,71;1.499.528,48;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2017;2;0;0;127.875,71;1.499.528,48;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2017;3;0;0;0;127.875,71;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2017;4;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2017;5;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2017;6;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2017;7;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2017;8;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2017;9;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2017;10;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2017;11;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2017;12;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2018;1;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2018;2;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2018;3;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2018;4;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2018;5;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTHONY GAROTINHO;PR;2018;6;0;0;0;0;1;0,002463977;0;0;0,864599483;4;0,3333;0,42
ANTÔNIA LÚCIA;PSC;2016;6;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2016;7;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2016;8;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2016;9;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2016;10;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2016;11;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2016;12;260.333,29;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2017;1;0;260.333,29;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2017;2;0;0;260.333,29;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2017;3;0;0;0;260.333,29;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2017;4;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2017;5;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2017;6;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2017;7;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2017;8;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2017;9;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2017;10;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2017;11;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2017;12;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2018;1;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2018;2;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2018;3;0;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2018;4;250.567,07;0;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2018;5;0;250.567,07;0;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIA LÚCIA;PSC;2018;6;0;0;250.567,07;0;0;0,015712202;0;0;0,813759466;4;1,8333;1,42
ANTÔNIO ANDRADE;PMDB;2016;6;941.761,95;0;0;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2016;7;0;941.761,95;0;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2016;8;0;0;941.761,95;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2016;9;0;0;0;941.761,95;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2016;10;178.861,08;0;0;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2016;11;153.545,78;178.861,08;0;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2016;12;3.629.073,09;153.545,78;178.861,08;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2017;1;0;3.629.073,09;153.545,78;178.861,08;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2017;2;0;0;3.629.073,09;153.545,78;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2017;3;0;0;0;3.629.073,09;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2017;4;0;0;0;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2017;5;351.034,37;0;0;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2017;6;0;351.034,37;0;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2017;7;0;0;351.034,37;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2017;8;0;0;0;351.034,37;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2017;9;104.932,64;0;0;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2017;10;0;104.932,64;0;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2017;11;0;0;104.932,64;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2017;12;0;0;0;104.932,64;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2018;1;0;0;0;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2018;2;0;0;0;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2018;3;0;0;0;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2018;4;0;0;0;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2018;5;0;0;0;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTÔNIO ANDRADE;PMDB;2018;6;0;0;0;0;1;0,06409954;0;0;0,898035225;8;0;0
ANTONIO BALHMANN;Pros;2016;6;0;0;0;0;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2016;7;1.081.546,84;0;0;0;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2016;8;0;1.081.546,84;0;0;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2016;9;0;0;1.081.546,84;0;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2016;10;0;0;0;1.081.546,84;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2016;11;792.728,69;0;0;0;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2016;12;454.262,78;792.728,69;0;0;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2017;1;0;454.262,78;792.728,69;0;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2017;2;0;0;454.262,78;792.728,69;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2017;3;0;0;0;454.262,78;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2017;4;0;0;0;0;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2017;5;0;0;0;0;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2017;6;0;0;0;0;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2017;7;0;0;0;0;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2017;8;206.077,37;0;0;0;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2017;9;291.084,26;206.077,37;0;0;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2017;10;128.449,16;291.084,26;206.077,37;0;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2017;11;0;128.449,16;291.084,26;206.077,37;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2017;12;153.180,35;0;128.449,16;291.084,26;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2018;1;0;153.180,35;0;128.449,16;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2018;2;0;0;153.180,35;0;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;Pros;2018;3;0;0;0;153.180,35;0;0,011115144;0;0;0,392255892;12;0,3333;0,08
ANTONIO BALHMANN;PDT;2018;4;10.279,67;0;0;0;0;0,011115144;0;0;0,454545455;12;1,4583;0,08
ANTONIO BALHMANN;PDT;2018;5;0;10.279,67;0;0;0;0,011115144;0;0;0,222222222;12;1,4583;0,08
ANTONIO BALHMANN;PDT;2018;6;0;0;10.279,67;0;0;0,011115144;0;0;0,5;12;1,4583;0,08
ANTONIO BRITO;PSD;2016;6;3.314.014,15;0;79.659,50;0;1;0,030141159;0;0;1;8;0,3333;0,42
ANTONIO BRITO;PSD;2016;7;0;3.314.014,15;0;79.659,50;1;0,030141159;0;0;1;8;0,3333;0,42
ANTONIO BRITO;PSD;2016;8;0;0;3.314.014,15;0;1;0,030141159;0;0;0,923076923;8;0,3333;0,42
ANTONIO BRITO;PSD;2016;9;204.713,87;0;0;3.314.014,15;1;0,030141159;0;0;0,813415472;8;0,3333;0,42
ANTONIO BRITO;PSD;2016;10;0;204.713,87;0;0;1;0,030141159;0;0;0,931034483;8;0,3333;0,42
ANTONIO BRITO;PSD;2016;11;122.974,01;0;204.713,87;0;1;0,030141159;0;0;0,8;8;0,3333;0,42
ANTONIO BRITO;PSD;2016;12;593.319,59;122.974,01;0;204.713,87;1;0,030141159;0;0;0,666666667;8;0,3333;0,42
ANTONIO BRITO;PSD;2017;1;0;593.319,59;122.974,01;0;1;0,030141159;0;0;0,813415472;8;0,3333;0,42
ANTONIO BRITO;PSD;2017;2;0;0;593.319,59;122.974,01;1;0,030141159;0;0;0,5;8;0,3333;0,42
ANTONIO BRITO;PSD;2017;3;1.226.738,95;0;0;593.319,59;1;0,030141159;0;0;1;8;0,3333;0,42
ANTONIO BRITO;PSD;2017;4;60.001,71;1.226.738,95;0;0;1;0,030141159;0;0;0,363636364;8;0,3333;0,42
ANTONIO BRITO;PSD;2017;5;0;60.001,71;1.226.738,95;0;1;0,030141159;0;0;0,882352941;8;0,3333;0,42
ANTONIO BRITO;PSD;2017;6;0;0;60.001,71;1.226.738,95;1;0,030141159;0;0;1;8;0,3333;0,42
ANTONIO BRITO;PSD;2017;7;1.378.855,26;0;0;60.001,71;1;0,030141159;0;0;1;8;0,3333;0,42
ANTONIO BRITO;PSD;2017;8;325.812,14;1.378.855,26;0;0;1;0,030141159;0;0;0,8125;8;0,3333;0,42
ANTONIO BRITO;PSD;2017;9;127.886,97;325.812,14;1.378.855,26;0;1;0,030141159;0;0;0,777777778;8;0,3333;0,42
ANTONIO BRITO;PSD;2017;10;154.285,29;127.886,97;325.812,14;1.378.855,26;1;0,030141159;0;0;0,7;8;0,3333;0,42
ANTONIO BRITO;PSD;2017;11;154.800,07;154.285,29;127.886,97;325.812,14;1;0,030141159;0;0;0,714285714;8;0,3333;0,42
ANTONIO BRITO;PSD;2017;12;75.863,96;154.800,07;154.285,29;127.886,97;1;0,030141159;0;0;0,428571429;8;0,3333;0,42
ANTONIO BRITO;PSD;2018;1;0;75.863,96;154.800,07;154.285,29;1;0,030141159;0;0;0,813415472;8;0,3333;0,42
ANTONIO BRITO;PSD;2018;2;8.199,79;0;75.863,96;154.800,07;1;0,030141159;0;0;0,8;8;0,3333;0,42
ANTONIO BRITO;PSD;2018;3;280.407,09;8.199,79;0;75.863,96;1;0,030141159;0;0;0,666666667;8;0,3333;0,42
ANTONIO BRITO;PSD;2018;4;101.808,20;280.407,09;8.199,79;0;1;0,030141159;0;0;0,928571429;8;0,3333;0,42
ANTONIO BRITO;PSD;2018;5;300.557,45;101.808,20;280.407,09;8.199,79;1;0,030141159;0;0;1;8;0,3333;0,42
ANTONIO BRITO;PSD;2018;6;44.244,06;300.557,45;101.808,20;280.407,09;1;0,030141159;0;0;1;8;0,3333;0,42
ANTONIO BULHÕES;PRB;2016;6;0;0;0;0;1;0,005229751;0;0;1;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2016;7;404.487,62;0;0;0;1;0,005229751;0;0;1;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2016;8;0;404.487,62;0;0;1;0,005229751;0;0;0,933333333;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2016;9;145.082,55;0;404.487,62;0;1;0,005229751;0;0;0,863073896;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2016;10;820.494,45;145.082,55;0;404.487,62;1;0,005229751;0;0;1;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2016;11;222.444,53;820.494,45;145.082,55;0;1;0,005229751;0;0;1;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2016;12;934.081,77;222.444,53;820.494,45;145.082,55;1;0,005229751;0;0;0,666666667;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2017;1;359.567,02;934.081,77;222.444,53;820.494,45;1;0,005229751;0;0;0,863073896;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2017;2;26.300,17;359.567,02;934.081,77;222.444,53;1;0,005229751;0;0;0,666666667;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2017;3;175.786,45;26.300,17;359.567,02;934.081,77;1;0,005229751;0;0;0,888888889;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2017;4;28.567,79;175.786,45;26.300,17;359.567,02;1;0,005229751;0;0;1;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2017;5;0;28.567,79;175.786,45;26.300,17;1;0,005229751;0;0;0,88;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2017;6;935.874,81;0;28.567,79;175.786,45;1;0,005229751;0;0;1;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2017;7;305.432,09;935.874,81;0;28.567,79;1;0,005229751;0;0;1;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2017;8;3.153.020,67;305.432,09;935.874,81;0;1;0,005229751;0;0;0,846153846;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2017;9;118.191,20;3.153.020,67;305.432,09;935.874,81;1;0,005229751;0;0;0,785714286;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2017;10;0;118.191,20;3.153.020,67;305.432,09;1;0,005229751;0;0;0,583333333;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2017;11;0;0;118.191,20;3.153.020,67;1;0,005229751;0;0;0,777777778;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2017;12;210.359,95;0;0;118.191,20;1;0,005229751;0;0;0,909090909;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2018;1;0;210.359,95;0;0;1;0,005229751;0;0;0,863073896;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2018;2;10.053,76;0;210.359,95;0;1;0,005229751;0;0;0,833333333;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2018;3;372.716,17;10.053,76;0;210.359,95;1;0,005229751;0;0;1;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2018;4;51.398,37;372.716,17;10.053,76;0;1;0,005229751;0;0;0,7;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2018;5;428.206,53;51.398,37;372.716,17;10.053,76;1;0,005229751;0;0;0,85;12;1,4167;1,92
ANTONIO BULHÕES;PRB;2018;6;7.468.350,24;428.206,53;51.398,37;372.716,17;1;0,005229751;0;0;0,666666667;12;1,4167;1,92
ANTONIO CARLOS MENDES THAME;PV;2016;6;3.519.758,90;0;0;0;0;0,163778945;0;0;0,5;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2016;7;0;3.519.758,90;0;0;0;0,163778945;0;0;1;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2016;8;1.392.731,41;0;3.519.758,90;0;0;0,163778945;0;0;0,857142857;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2016;9;0;1.392.731,41;0;3.519.758,90;0;0,163778945;0;0;0,811031746;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2016;10;0;0;1.392.731,41;0;0;0,163778945;0;0;1;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2016;11;535.618,58;0;0;1.392.731,41;0;0,163778945;0;0;0,811031746;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2016;12;320.410,20;535.618,58;0;0;0;0,163778945;0;0;0,811031746;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2017;1;0;320.410,20;535.618,58;0;0;0,163778945;0;0;0,811031746;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2017;2;0;0;320.410,20;535.618,58;0;0,163778945;0;0;0,75;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2017;3;0;0;0;320.410,20;0;0,163778945;0;0;0,875;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2017;4;0;0;0;0;0;0,163778945;0;0;0,96;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2017;5;0;0;0;0;0;0,163778945;0;0;0,44;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2017;6;0;0;0;0;0;0,163778945;0;0;0,75;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2017;7;0;0;0;0;0;0,163778945;0;0;1;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2017;8;0;0;0;0;0;0,163778945;0;0;1;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2017;9;0;0;0;0;0;0,163778945;0;0;0,811031746;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2017;10;0;0;0;0;0;0,163778945;0;0;0,811031746;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2017;11;0;0;0;0;0;0,163778945;0;0;0,7;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2017;12;0;0;0;0;0;0,163778945;0;0;0,5;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2018;1;0;0;0;0;0;0,163778945;0;0;0,811031746;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2018;2;0;0;0;0;0;0,163778945;0;0;0,833333333;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2018;3;0;0;0;0;0;0,163778945;0;0;0,811031746;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2018;4;0;0;0;0;0;0,163778945;0;0;0,811031746;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2018;5;0;0;0;0;0;0,163778945;0;0;1;26;1,4583;0,08
ANTONIO CARLOS MENDES THAME;PV;2018;6;2.972.573,54;0;0;0;0;0,163778945;0;0;0,811031746;26;1,4583;0,08
ANTONIO IMBASSAHY;PSDB;2016;6;204.194,22;521,71;13,3;0;1;0,25074801;1;0;1;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2016;7;644.175,10;204.194,22;521,71;13,3;1;0,25074801;1;0;1;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2016;8;9.646,66;644.175,10;204.194,22;521,71;1;0,25074801;1;0;0,909090909;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2016;9;6.251,31;9.646,66;644.175,10;204.194,22;1;0,25074801;1;0;0,96417421;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2016;10;692,62;6.251,31;9.646,66;644.175,10;1;0,25074801;1;0;1;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2016;11;838.326,63;692,62;6.251,31;9.646,66;1;0,25074801;1;0;1;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2016;12;401.068,31;838.326,63;692,62;6.251,31;1;0,25074801;1;0;0,8;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2017;1;0;401.068,31;838.326,63;692,62;1;0,25074801;0;0;0,96417421;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2017;2;318.147,19;0;401.068,31;838.326,63;1;0,25074801;0;0;0,96417421;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2017;3;2.509.691,51;318.147,19;0;401.068,31;1;0,25074801;0;0;0,96417421;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2017;4;10.563,68;2.509.691,51;318.147,19;0;1;0,25074801;0;0;0,96417421;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2017;5;20.587,80;10.563,68;2.509.691,51;318.147,19;1;0,25074801;0;0;0,96417421;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2017;6;209.278,30;20.587,80;10.563,68;2.509.691,51;1;0,25074801;0;0;0,96417421;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2017;7;124.528,14;209.278,30;20.587,80;10.563,68;1;0,25074801;0;0;0,96417421;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2017;8;26.454,33;124.528,14;209.278,30;20.587,80;1;0,25074801;0;0;0,96417421;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2017;9;138.671,87;26.454,33;124.528,14;209.278,30;1;0,25074801;0;0;0,96417421;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2017;10;16.173,40;138.671,87;26.454,33;124.528,14;1;0,25074801;0;0;0,96417421;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2017;11;82.007,19;16.173,40;138.671,87;26.454,33;1;0,25074801;0;0;0,96417421;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2017;12;110.500,25;82.007,19;16.173,40;138.671,87;1;0,25074801;0;0;0,96417421;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2018;1;0;110.500,25;82.007,19;16.173,40;1;0,25074801;0;0;0,96417421;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2018;2;0;0;110.500,25;82.007,19;1;0,25074801;0;0;1;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2018;3;88.847,17;0;0;110.500,25;1;0,25074801;0;0;1;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2018;4;953.542,60;88.847,17;0;0;1;0,25074801;0;0;0,944444444;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2018;5;404.838,76;953.542,60;88.847,17;0;1;0,25074801;0;0;0,952380952;8;0,9166;0,48
ANTONIO IMBASSAHY;PSDB;2018;6;199.293,92;404.838,76;953.542,60;88.847,17;1;0,25074801;0;0;1;8;0,9166;0,48
ANTÔNIO JÁCOME;PTN;2016;6;0;0;0;0;0;0,011930966;0;0;0,888888889;4;0,1666;0,42
ANTÔNIO JÁCOME;PTN;2016;7;0;0;0;0;0;0,011930966;0;0;0,8;4;0,1666;0,42
ANTÔNIO JÁCOME;PTN;2016;8;0;0;0;0;0;0,011930966;0;0;0,928571429;4;0,1666;0,42
ANTÔNIO JÁCOME;PTN;2016;9;0;0;0;0;0;0,011930966;0;0;0,793650794;4;0,1666;0,42
ANTÔNIO JÁCOME;PTN;2016;10;0;0;0;0;0;0,011930966;0;0;1;4;0,1666;0,42
ANTÔNIO JÁCOME;PTN;2016;11;0;0;0;0;0;0,011930966;0;0;1;4;0,1666;0,42
